Material,Magnetic Entropy Change,Magnetic Field,Curie Temperature,source,Number
NdNi4Si,,9 T,8,5821,4956
TmZn,26.9,5 T,,5822,6407
La0.8Ce0.2Fe12.5Mn0.2Si1.3H,14.2,0-5 T,298,5826,3666
La0.5Ca0.5Mn1-xNixO3(x=0),-3,nan T,220,5831,2806
La0.5Ca0.5Mn1-xNixO3(x=0.04),-3.9,5.0 T,135,5831,2807
La0.5Ca0.5Mn1-xNixO3(x=0.08),,nan T,85,5831,2808
Ni41.5Mn47.5Sn10.5Zn0.5,12.3,2 T,,5836,5159
La0.9MnO3,4.9,20 kOe,,5839,3771
Ho2CoMnO6 flat nanorods,12.4,7 T,,5840,2331
Gd5Si1.99Ge2Zn0.01 alloy,20.7,1.5 T,278,5842,1934
Gd5Si2Ge2 alloy,,nan T,278.5,5842,1961
LaFe12B6,,nan T,35,5843,4124
La0.75Sr0.15Na0.1CoO3,0.47,2 T,200,5846,3234
La0.75Sr0.25-0.05NaCoO3,0.84,2 T,235,5846,3236
AgCa2Co2V3O12,5.31(J/mol K),,6.39,5850,286
AgCa2Ni2V3O12,6.85(J/mol K),,7.21,5850,287
V-substituted La0.67Ca0.33MnO3,4.5,5 T,252,5855,6413
ErB4,11.4,40 kOe,,5861,979
TmB4,12.6,40 kOe,,5861,6380
Ni-Fe-Mn-In microwire,15.1,0.2 to 5.0 T,,5862,4999
Pr0.5Sr0.48Eu0.02MnO3,1.4,15 kOe,,5863,5728
Pr0.5Sr0.48Eu0.02MnO3,-3.3,15 kOe,,5863,5729
Ni55Fe11Mn7Ga27 (SPS),8.5,nan T,,5864,5593
Ni55Fe11Mn7Ga27 (arc-melt),18.6,5.0 T,,5864,5594
La0.6Pr0.4Fe11.4Si1.6B0.2,8.1-8.6,1.5 T,202,5867,3154
La0.6Pr0.4Fe11.4Si1.6B0.2,7.7-8.0,nan T,320,5867,3155
Ni44.9Fe4.3Mn38.3Sn12.5,6.9,50 kOe,208,5869,5248
Ni44.9Fe4.3Mn38.3Sn12.5,3.7,50 kOe,299,5869,5249
EuDy2O4,25,0-8 T,,5872,1126
EuHo2O4,30,0-8 T,,5872,1127
La0.8Dy0.2Fe11.0Co0.7Si1.3,9.2,nan T,269,5873,3667
La0.9Dy0.1Fe11.0Co0.7Si1.3,11.2,nan T,265.5,5873,3762
LaFe11.0Co0.7Si1.3,14.6,nan T,267,5873,3935
Fe(72)Cr(8)Nb(3)B(16)Cu,0.5,0.6 T,Approx. 310,5876,1172
ZnFe3N,2.2984,50 kOe,,5881,6489
La-Fe-Si,14,2 T,,5884,2699
La0.62Y0.08Ca0.3MnO3,5.8,50 kOe,126,5886,2886
La0.64Y0.06Ca0.3MnO3,7.4,50 kOe,173,5886,2889
La0.66Y0.04Ca0.3MnO3,8.5,50 kOe,222,5886,2968
La0.7Y0.0Ca0.3MnO3,10.7,50 kOe,260,5886,3546
La-Fe-Co-Si particles,12.67,0-1.5 T,218-224,5889,2697
Arc-melted ErNi,27,50 kOe,11,5892,336
Melt-spun ErNi,24,50 kOe,10,5892,4238
Ni45Co5Mn37In12Si1,8.6,nan T,,5893,5287
HoNiIn,-9.5 to -21.7,5.0 T,7 and 20,5894,2529
Er3Fe5O12,4.94,nan T,80,5895,946
Ho3Fe5O12,4.72,nan T,134,5895,2376
Fe-Dy metallic,,,120,5897,1187
Fe-Gd metallic,,,120,5897,1188
Fe-Ho metallic,,,120,5897,1189
MnNiGe1.05 (aq),5.8,5 T,,5898,4743
NdCo4Al polycrystalline alloy,1.3,10 kOe,,5899,4912
Ni2Mn0.76Cu0.24Ga (After SATC),~25,2 T,,5902,5087
Ni45Mn39Co5Sn11,17-18,8 T,,5903,5300
HoMnO3,8,7 T,,5904,2492
Fe88-xZr8B4Co(x=1),1.48,1.5 T,295,5905,1417
Fe88-xZr8B4Ti(x=1),,nan T,270,5905,1418
DyCo1.8Ga0.2,3.51,0-1.5 T,196,5908,781
DyCo1.97Ga0.03,8.24,0-1.5 T,,5908,782
DyCo2,,nan T,143,5908,790
Mn0.3Ni0.3Fe0.4Si0.95Al0.05,-8,2.0 T,,5911,4278
Mn0.3Ni0.3Fe0.4Si0.95Al0.05,-19,5.0 T,,5911,4279
Mn0.3Ni0.3Fe0.4Si0.95Al0.05,-26,7.0 T,,5911,4280
Mn0.3Ni0.3Fe0.4Si0.95Al0.05 (cooling transformation),-8,nan T,300,5911,4281
Mn0.3Ni0.3Fe0.4Si0.95Al0.05 (heating transformation),,nan T,270,5911,4282
Mn0.7Ni0.7Fe0.6Si0.95Al0.05,-8,2.0 T,,5911,4296
La0.5Sm0.2Sr0.3Mn0.85Cr0.15O3,,5.0 T,238,5912,2845
La0.5Sm0.2Sr0.3Mn0.8Cr0.2O3,,5.0 T,205 (x=0.2),5912,2846
La0.5Sm0.2Sr0.3Mn0.9Cr0.1O3,,5.0 T,262,5912,2847
La0.5Sm0.2Sr0.3Mn1-xCrxO3,,nan T,278 (x=0),5912,2848
Pr0.45Er0.15Sr0.4MnO3,2.66,2 T,,5913,5671
NdCu3Fe4O12,84.2,nan T,,5914,4925
Er2Cu2In,18.4,0-7 T,39.4,5917,918
Tm2Cu2In,18.2,0-7 T,31.6,5917,6362
Gd2O3 nanoparticles,120,0-5 T,,5918,1754
Gd2O3@SiO2 Composite,40,0-5 T,,5918,1761
(La0.8Ca0.2)(0.975)MnO3.01,1.6,nan kOe,188,5921,154
Pristine MST,1.6,3.0 T,,5924,5992
Proton irradiated MST (5 x 10(15) H+/cm(2)),2.45,3.0 T,,5924,5994
Mn1-xNi1-xFe2xSi1-xGax,-38.1,5 T,285,5926,4367
Ni49.5Mn19.1Cu6.6Ga24.8,12,2 T,304,5930,5403
Gd60Al25(NiCo)15 bulk metallic glass,890,5 T,,5931,1973
HoCo0.1Cu0.9Si,8.6,,,5933,2425
HoCo0.2Cu0.8Si,7.6,,,5933,2427
HoCo0.3Cu0.7Si,10,,,5933,2428
HoCo0.4Cu0.6Si,13.6,,,5933,2429
HoCoSi,10.1,,,5933,2449
Ni49Co3Mn34In14,16.5,3 T,,5934,5409
Ni2.2Mn0.72-0.04V0.08Ga1.08,16.2,nan T,,5943,5074
Ni2.2Mn0.72-0V0.08Ga1.08,19,nan T,,5943,5075
Ni2.2Mn0.72-0V0.72Ga1.08,12.4,nan T,,5943,5076
Nd2Pt2In,6.25,7 T,16,5944,4869
Dy0.5Gd4.5Si2Ge2,8.8,55 kOe,,5949,678
Dy1.5Gd3.5Si2Ge2,13.9,55 kOe,,5949,691
Dy3.0Gd2.0Si2Ge2,6.9,55 kOe,,5949,744
GdCo2,,nan T,407,5950,2093
Y0.4Gd0.6Co2,,nan T,282,5950,6423
Y0.8Gd0.2Co2,,nan T,74,5950,6425
Ni50Mn37Sn13,10.1,5 T,,5954,5539
Tb2Ni0.94Si3.2 alloy,12,9 T,,5955,6223
Fe45Cr15Mo14C15B6Y2Ni3,0.48,,95,5960,1254
Ba0.5Sr0.5Co0.9Mn0.1O3-delta,0.12,5 T,,5966,346
Ba0.7Sr0.3Co0.9Mn0.1O3-delta,0.5,5 T,,5966,351
Ba0.9Sr0.1Co0.9Mn0.1O3-delta,1.73,5 T,,5966,357
BaCo0.9Mn0.1O3-delta,2.5,5 T,,5966,380
Mn50Ni40Sn10 alloy,16.6,nan kOe,,5969,4588
Er4NiCd,18.3,5 T,5.9,5972,952
GdNiGa,,"5, 9 T",30.5,5973,2208
GdNiIn,,"5, 9 T",93.5,5973,2210
HoNiSi,17.5,2.0 T,3.8,5975,2530
HoNiSi,9.2,1.0 T,3.8,5975,2531
HoNiSi,-7.2,0.5 T,3.8,5975,2532
(S45 ribbon),212.7,50 kOe,,5978,254
Ni35Co15Mn33Fe2Ti15,15.6,20 kOe,,5978,5118
Ni35Co15Mn33Fe2Ti15,39.7,50 kOe,,5978,5119
(Fe0.71Tm0.05B0.24)(96)Nb-4 BMG,1.21,1.5 T,,5979,55
[NiGd(HL)(2)(NO3)(3)],5.7,,,5981,6566
[Zn2Gd(HL)(4)(NO3)](NO3)(2),3.5,,,5981,6568
[Ni36Gd102(OH)(132)(mmt)(18)(dmpa)(18)(H(2)dmpa)(24)(CH3COO)(84)(SO4)(18)(NO3)(18)(H2O)30] center dot Br-6(NO3)(6) center dot (H2O)(x) center dot (CH3OH)(y),41.3,7 T,,5983,6565
(MnCoSi)0.86(Ni5Ge3)0.14,-21,5 T,1165,5985,207
La1.7Fe11.6Si1.4 alloy,9.1,2 T,,5987,3859
Gd-Co multilayer, N/A, N/A T, N/A,5990,1586
Mn0.945Bi0.055CoGe,36.8,0-5 T,,5991,4317
Dy2Ni0.87Si2.95,21,70 kOe,,5993,730
Mn0.5Fe0.5Ni0.95Co0.05Si0.94Al0.06 (annealed),-42.4,50 kOe,,5994,4288
Mn0.5Fe0.5Ni0.975Co0.025Si0.94Al0.06 (annealed),-16.4,20 kOe,,5994,4289
Ni40Co10Mn40Sn9Al1,23,2 T,,5996,5152
N50Mn35In15,22.3,5 T,,5997,4759
CoMnGe1-xSnx (x=0.04-0.055),4.5,1 T,,6004,564
Dy(Ni1-0.1Fe0.1)2B2C,16.6,7 T,,6010,672
Dy(Ni1-0.2Fe0.2)2B2C,14.8,7 T,,6010,673
Ni-Mn-Ga microwires,-18.5,50 kOe,,6014,5004
La0.67Ba0.33Mn0.93Sb0.07O3,2.74,1.5 T,,6018,2990
La0.67Ba0.33Mn0.97Sb0.03O3,,1.5 T,296,6018,2995
La0.67Ba0.33Mn0.99Sb0.01O3,,1.5 T,326,6018,2997
TNSD,30.6,nan kOe,,6020,6167
Ni55.8Mn18.1Ga26.1,27,nan kOe,,6021,5592
Ca2CrRe1-xMoxO6 (average),,1.0 T,4,6022,410
Gd/MgO/W,3.4,0-30 kOe,,6024,1600
Ni35.8Fe4.2Mn38.0Sn12.0,33.8,5 T,,6025,5109
Nd6Fe13Pd0.85Cu0.15,4.4,0-5 T,,6031,4886
Nd6Fe13Pd0.95Cu0.05,4.8,0-5 T,,6031,4889
Nd6Fe13Pd0.9Cu0.1,4.6,0-5 T,,6031,4891
Gd5Si2Ge2,20 to 36,nan kOe,277 to 272,6032,1954
Pr0.7Ca0.3Mn0.8Cr0.2O3,2.87,5 T,,6033,5854
Gd Film (550°C),8.9,nan T,293,6035,1510
Gd Film (RT),6.8,5.0 T,280,6035,1511
CrCl3,14.6,5 T,19.4,6038,599
CaMn7O12,1.3,7 T,,6040,416
Mn-rich Ni-Mn-Sn alloy,0.81,12 kOe,,6041,4271
Nd0.2Gd0.8Mn2Ge2,0.812,nan T,,6044,4794
Ni54Fe19Ga27,,8.0 T,Near 300,6046,5576
Composite sample,4.6,50 kOe,,6047,572
Mn47Cr3Ni36Fe4Ti10,0.29,5.0 T,116,6048,4540
Mn48Cr2Ni36Fe4Ti10,0.72,5.0 T,119,6048,4543
Mn49CrNi36Fe4Ti10,0.58,5.0 T,170,6048,4549
MnCoGe0.99In0.01,,nan T,330,6049,4687
Ni-Mn-Ga alloy,2.2-3.0,nan T,71,6058,5002
Ni-Mn-Ga/Al composite,2.2-3.0,nan T,71,6058,5008
TbH1.92,9.62,9 T,,6060,6299
TbH2.03,12.42,9 T,,6060,6300
TbH2.09,9.31,9 T,,6060,6301
Mn0.4Fe0.6NiSi1-xGax,13.3,,,6061,4286
La0.75Bi0.05Sr0.2MnO3,1.75,2 T,300,6063,3211
Nd(Co0.8Fe0.2)(2),1.66,nan kOe,263,6065,4780
LiHoF4,11,0.6 T,,6066,4197
LiHoF4,19,1.0 T,,6066,4198
LiHoF4,25.9,2.0 T,,6066,4199
TmFe2,0.50(J/mol K),8 T,550,6068,6392
Mn1.15Fe0.85P0.65Si0.13Ge0.2B0.02-TS1073K,4.4,2 T,273,6069,4390
Mn1.15Fe0.85P0.65Si0.13Ge0.2B0.02-TS1133K,8.9,2 T,268,6069,4391
Mn1.15Fe0.85P0.65Si0.13Ge0.2B0.02-TS1173K,10.4,2 T,261,6069,4392
Mn1.15Fe0.85P0.65Si0.13Ge0.2B0.02-TS793K,0.72,2 T,282,6069,4393
Ru(Sr0.9La0.1)2GdCu2O8,15.5,0-7 T,,6070,6013
RuSr2GdCu2O8,15.5,0-7 T,,6070,6014
La0.7Ca0.3Mn0.90Ni0.10,,,174,6071,3335
La0.7Ca0.3Mn0.93Ni0.07,,,211,6071,3338
La0.7Ca0.3Mn0.98Ni0.02,,,251,6071,3344
La0.7Ca0.3MnO3,,,264,6071,3381
La-deficient compound,-4.12,nan kOe,367,6078,2701
La0.67Sr0.33MnO3,-4.78,nan kOe,365,6078,3084
Sr-deficient compound,5.08,50.0 kOe,355,6078,6118
Ni36Co13Mn35Ti16,16.1,5 T,,6079,5129
HoNi2,7(J/mol K),50 T,10.1,6081,2516
PrAlSi,22.6,5 T,17.8,6082,5955
Ni-Mn-Sn alloy films,,,Room temperature,6085,5022
LiErF4,24.3,0-0.6 T T,0.4,6087,4190
LiErF4,33.1,0-1 T T,,6087,4191
LiErF4,49,0-2 T T,,6087,4192
La0.62Nd0.05Ba0.33MO3,315,5 T,,6088,2877
La0.62Nd0.05Ba0.33MnO3,,5 T,270,6088,2881
La0.6Sr0.4CoO3,1.1 (at 2 T) and 2.1 (at 5 T),2 and 5 T,230,6089,3179
ErFe0.5Cr0.5O3,-12.4,,~270 (TN),6091,1010
YbFe0.5Cr0.5O3,,,~280 (AFM ordering),6091,6459
FexO3,1.66,nan T,355,6099,1482
FexO3,0.59,nan T,307,6099,1483
FexO3,0.79,nan T,200,6099,1484
FexO3,0.42,nan T,100,6099,1485
ErCo2,-11.8(J/mol K),,,6103,990
HoCo2,,,Above 300,6103,2437
(La0.9Dy0.1)(0.8)Pb0.2MnO3,1.1,nan kOe,248.4,6106,159
(Pr(0.54)Bi(0.06))Sr(0.4)MnO(3),1.11,1 T,252,6108,246
(Pr(0.54)Bi(0.06))Sr(0.4)MnO(3),4.78,7 T,252,6108,247
(Mn1-xCrx) NiGe1.05,-12,5 T,380,6110,202
Ni50Mn35(In1-xCrx)(15),-11,5 T,450,6110,5491
LaFe11Co0.8Si1.2 spheres,15,5 T,,6111,4118
DyNi2 ribbon,13.5,2 T,21.5,6112,851
Mn5Ge3 (single crystal),5.19,0-3 T,299,6113,4623
Mn5Ge3/Mn3.5Fe1.5Ge3 (heterostructure),2.96,0-3 T,332,6113,4629
Ni50Mn33.66Cr0.34In16,17.7,,Near 270,6119,5473
Er60Al18Co22 bulk metallic glass,17.6,50 kOe,,6120,960
La0.8Ce0.2(Fe0.95Co0.05)(11.8)Si-1.2-Sn,8.71,2 T,,6122,3644
Mn0.92Ba0.08As thin film,65,5 T,350,6123,4310
Gd55Al18Ni25Sn2 BMG,8.8,nan T,,6127,1860
La0.7Ba0.2Ca0.1Mn1-xAlxO3 (x = 0),5.8,5 T,,6128,3268
Ni43Mn42Co4Sn11 alloy,40,nan kOe,,6130,5206
NdMn2-0CuSi2,27,0-5 T,36,6131,4946
NdMn2-1CuSi2,1.5,0-5 T,100,6131,4947
La0.85Li0.15MnO3 (LLMO),5.32,5 T,235,6133,3582
Ni54Fe19Ga27,15,nan T,,6134,5577
Pr0.7Ca0.3MnCo0.1O3,3.2,5 T,,6136,5868
Tb3Ni,6.9,9 T,,6143,6239
Mn1.7Co0.2Sn,1.08,0-5 T,,6147,4448
Mn1.9Sn,2.13,0-5 T,,6147,4455
Ni(II)(9)W(V)(6),3.36,5 T,,6148,4977
GdFeO3,-52.5,0-9 T,,6152,2151
Cu24Gd6,21.2,7.0 T,,6153,638
Fe2Cr0.95Mo0.05Al,Partial increment,,Shifts towards lower temperature,6155,1233
Fe2CrAl,,,202,6155,1234
Vanadium-substituted La0.67Ca0.33MnO3,4.5,5 T,,6157,6420
Gd3Al2-xGax (x = 0.1),3, 1.12 x 10(6) A/m T,,6158,1777
HoNiGa,22,5 T,,6163,2523
Eu0.1Ba0.9TiO3,-6.58,nan T,,6168,1072
Eu0.9Ba0.1TiO3,-11,1.0 T,,6168,1083
Eu0.9Ba0.1TiO3,-40,5.0 T,,6168,1084
Bi0.18La0.56Sr0.30Mn0.96O3,2.4,nan T,Above room temperature,6169,385
Gadolinium,,nan T,293.4,6170,1496
DyN,13.6,5 T,19.9,6172,845
HoN,24.5,5 T,14.2,6172,2495
TbN,12,5 T,35.7,6172,6315
Crystallized Gd24Er32Co24Al20 BMG,6.7,5 T,,6175,616
Gd24Er32Co24Al20 BMG,9.9,5 T,,6175,1697
Mn1-xCoxNiGe,-40,nan kOe,,6176,4366
LaFe11.6Si1.4C0.1,,,500,6179,4073
LaFe11.6Si1.4C0.2,,,540,6179,4074
Gd(3)BWO(9),454,9 T,,6180,1525
[Gd-2(H3L)(2)(NO3)(2)](NO3)(2),27.5,,,6183,6534
[Gd-3(HL)(H2L)(NO3)(4)]center dot C2H5OH,30.22,,,6183,6540
RbxMn[Fe(CN)6]y center dot zH(2)O,48-59(J/mol K),nan T,,6185,6007
Dy10Co20Si70,16.4; 26.6,50; 90 kOe,,6186,692
Pr0.5Pb0.5MnO3,3.34,13.5 kOe,,6187,5714
Pr0.6Pb0.4MnO3,3.68,13.5 kOe,,6187,5806
Pr0.9Pb0.1MnO3,3.91,13.5 kOe,,6187,5896
La(Fe0.9Si0.1)13,-28,2 T,,6188,2660
Co37Ni35Al28 alloy,5.05,nan T,,6189,521
DyNiSb,5.2,3.0 T,,6190,862
Ni43Co7Mn32Al18,0.75,nan kOe,364,6194,5200
[Fe0.26Ni0.74(btr)2(NCS)2].H2O,,,132,6196,6524
Compound 3,13.23,,,6202,576
La0.45Sr0.55MnO3,5.51,5 T,200,6205,2728
La0.45Sr0.55MnO3,-2.35,5 T,295,6205,2729
MnAs,12.8,5 T,,6208,4635
MnAsC0.03,22.4,5 T,,6208,4649
MnAsC0.05,13.2,5 T,,6208,4650
(Gd0.9Pr0.1)5Si3.2Sn0.8,1.2034,1.58 T,,6211,89
Pr0.5Sr0.5Mn0.94Fe0.06O3,,15.0 kOe,185-265,6212,5743
La0.8Ce0.2Fe11.4Si1.6,78.29,3 T,186,6215,3654
DyMnO3,,nan T,8,6216,842
La1-xSrxMnO3 (x=0.55),3.4,7 T,,6217,3799
BaCo0.90Mn0.10O3-delta (12H-type phase),2.5,5 T,49,6218,378
BaCo0.90Mn0.10O3-delta (2H-type phase),0.28,5 T,,6218,379
Pr2Co0.86Si2.88,13.1,70 kOe,,6219,5907
Gd-III-Co-II (2),35.18 (at 7 T) or 28.67 (at 3 T),3 or 7 T,,6222,1590
Gd-III-Mn-II (1),38.70 (at 7 T) or 31.08 (at 3 T),3 or 7 T,,6222,1591
Ni48Mn26Ga19.5Fe6.5,4.7,50 kOe,,6223,5386
TbPdAl2,1.2,10 kOe,85.5,6225,6334
TbPdAl2,2.2,20 kOe,85.5,6225,6335
TbPdAl2,3.1,50 kOe,85.5,6225,6336
TbPdAl2,3.6,70 kOe,85.5,6225,6337
MnAs,30,5.0 T,318,6230,4636
MnAs0.9Sb0.1,,nan T,280,6230,4646
MnNi2(0.77)Fe(0.23)Ge,-23,5 T,,6232,4738
Ni37-xCo13+xMn34.5Ti15.5,17.78,5 T,,6233,5134
Mn7Sn4,3.3,0-5 T,,6235,4631
MnNiGe0.09Al0.91,-5.8,5 T,,6236,4740
MnNiGe0.91Al0.09,-17.6,5 T,186,6236,4742
LaFe11.6Si14/La-Co composite,9.15,2 T,235,6237,4084
furnace cooled FC sample,20.9,5.0 T,,6238,6573
Gd56Ni15Al27Zr2,6,5 T,,6240,1897
La1-xCexFe11.5Si1.5 (x=0),16.5,0-2 T,196,6243,3789
La1-xCexFe11.5Si1.5 (x=0.35),57.3,0-2 T,168,6243,3790
ErCo4Ge2,14.2,50 kOe,,6246,993
Si)13-H and Gd Wire composite,10.2,5.0 T,,6247,6028
Si)13-H powders,16.9,5.0 T,,6247,6029
Ho2CoMnO6,2.2,5 T,73.5,6249,2329
Ho2NiMnO6,1.7,5 T,81.2,6249,2357
La0.8Na0.15-0.15MnO3,3.48,2 T,260,6250,3691
La0.8Na0.2-0.00MnO3,2.38,2 T,335,6250,3694
La1+xFe13-ySiy,16,2 T,,6252,3787
(MnNiSi)(1-x)(FeCoGe)(x),74,nan T,,6253,224
Ni43Mn41Co5Sn11,19.1,nan kOe,,6257,5205
Ni52Mn26Ga22 ribbons,-30,5 T,,6258,5561
Pr2Fe17,6.3 to 4.5,5 T,,6259,5921
Ni41Co10.4Mn34.8Al13.8 thin film,17.5,5 T,,6265,5161
Fe(phen)(2)(NCS)(2),78,nan T,,6268,1180
LaFe11.6Si1.4,16.27,,325.7 (at 393K) to 276.8 (at 478K),6269,4049
LaFe11.6Si1.4,12.2,,,6269,4050
LaFe11.6Si1.4,10.48,,,6269,4051
LaFe11.6Si1.4,7.81,,,6269,4052
LaFe11.6Si1.4,10.64,,,6269,4053
LaFe11.5Si1.5C0.13 strip,15.97,,,6270,4030
Pr0.1Ce0.4Sr0.5MnO3,1.3,2 T,270,6272,5667
{[Mn-II(pyrazole)(4)](2)[Nb-IV(CN)(8)]center dot 4H(2)O}(n),6.5,5 T,23.8,6280,6610
{[Ni-II(pyrazole)(4)](2)[Nb-IV(CN)(8)]center dot 4H(2)O}(n),5.9,5 T,13.4,6280,6614
Ni48.4Co1.9Mn34.2In13.8Ga1.7,18,70 kOe,,6282,5365
(CH3NH3)2CuCl4,,nan T,8.9,6283,27
La0.77Al0.23,12.4,nan T,,6284,3245
AlFe2B2 (1.5% B),2.01,2 T,,6290,319
AlFe2B2 (5.0% B),2.24,2 T,,6290,320
LaFe11.6Si1.4,26.89,30 kOe,,6292,4054
TbVO4,20,2 T,,6293,6343
Ni41Co9Mn32Al18,2.1,10.0 kOe,,6294,5168
Fe56Mn4Co18Nb6B16,,15 kOe,490,6296,1272
Fe58Mn2Co18Nb6B16,,15 kOe,610,6296,1274
Fe60Mn0Co18Nb6B16,,15 kOe,840,6296,1279
Dy0.25Er0.75Ni2,,nan T,10,6300,676
Dy0.75Er0.25Ni2,,nan T,16.8,6300,681
La0.85Ag0.15MnO3/LaAlO3,-2.14,2 T,,6303,3576
La0.85Ag0.15MnO3/SrTiO3,-2.72,2 T,,6303,3577
Magnetoelectric heterostructures,14.9,,5,6304,4237
Samarium Ferrite,,0-0.7 T,313,6307,6017
Bulk GdVO4,,,2.5,6311,398
GdVO4 annealed,,,2.5,6311,2237
GdVO4 nanopowder,,,2.2,6311,2240
Nd0.55Sr0.45Mn0.98Ga0.02O3,6.23,7.0 T,250,6312,4798
YMn0.5Cr0.5O3,,,73,6314,6439
La0.8Sr0.2Mn1-xCoxO3 (x = 0),-2.88,7 T,,6318,3725
La0.8Sr0.2Mn1-xCoxO3 (x = 0.1),-2.05,7 T,,6318,3726
La0.8Sr0.2Mn1-xCoxO3 (x = 0.3),-2.75,7 T,,6318,3727
Ni-1.5[Fe(CN)(6)](0)[Cr(CN)(6)](1-0)center dot nH(2)O,,nan kOe,60,6319,4980
Ni-1.5[Fe(CN)(6)](0.25)[Cr(CN)(6)](1-0.25)center dot nH(2)O,,nan kOe,49,6319,4981
Ni-1.5[Fe(CN)(6)](0.5)[Cr(CN)(6)](1-0.5)center dot nH(2)O,,nan kOe,32,6319,4982
Ni-1.5[Fe(CN)(6)](0.75)[Cr(CN)(6)](1-0.75)center dot nH(2)O,,nan kOe,25,6319,4983
Ni-1.5[Fe(CN)(6)](1)[Cr(CN)(6)](1-1)center dot nH(2)O,3.49(J/mol K),50.0 kOe,22,6319,4984
Ni50Mn18Cu7Ga25 alloy,-12.8,1.5 T,,6327,5453
PrFe2Ge2,1.1,0-20 kOe,,6328,5975
PrFe2Ge2,6.3,0-70 kOe,,6328,5976
SrFe0.5Co0.5O3,4,5 T,330,6332,6155
(Tm0.4Pr0.6)2Fe16.5Cr0.5,,nan T,331 K and 356 K,6341,260
Mn0.915Cu0.085CoGe,53.3,5 T,316,6344,4308
Mn0.92Cu0.08CoGe,52.5,5 T,302,6344,4313
Pro(0.6)Sro(0.4-0.1)AgrMnO3,1.74(J/mol K),3.0 T,284,6347,5993
Ni50Mn33In17,13,0-6 T,,6350,5477
Gd60M30In10-Co,-6.6 to -8.2,4.6 T,,6352,1986
Gd60M30In10-Cu,-6.6 to -8.2,4.6 T,,6352,1987
Gd60M30In10-Mn,3.1,4.6 T,180,6352,1988
Gd60M30In10-Ni,-6.6 to -8.2,4.6 T,,6352,1989
Gd5Ge2Si2Fex, N/A, N/A T, N/A,6353,1909
Mn0.92NiGeIn0.08,30.3,,328,6354,4315
MnNi0.92GeIn0.08,22.7,,339,6354,4735
Ni47Mn40Sn13-0.75Cd,3.4,2 T,,6355,5359
Ni47Mn40Sn13-0Cd,3,2 T,,6355,5360
Ni47Mn40Sn13-1Cd,5,2 T,,6355,5361
Gd4Co2Mg3,-10.3,nan T,,6362,1829
La1.2Ce0.8Fe11Si2 alloy,21.8,2 T,,6364,3811
Ni42Co8Mn38Sb12,,,364,6370,5183
La0.7Ba0.3MnO3,1.3,2 T,300,6371,3286
Er3Co,9,20 kOe,,6372,943
Er3Co,17,50 kOe,,6372,944
Mn48Fe2Ni39.5Sn10.5,13.42,16 kOe,,6376,4544
La0.5Ca0.4Ag0.1MnO3,,1 T,189.87,6377,2797
La(Fe Co Si)(13),,0-5 T,253 - 307,6378,2608
La0.7Sr0.3MnO3 (sigma(2)),4.6,70.0 kOe,360,6380,3519
Nd0.7Sr0.07Ba0.23MnO3,,nan kOe,100,6380,4837
Pr0.7Sr0.14Ba0.16MnO3,4.1,70.0 kOe,330,6380,5873
DyMnO3 (orthorhombic),16.3,7 T,,6381,843
HoAl2,6.3(J/mol K),9 T,29,6388,2415
HoAl2,5.0(J/mol K),9 T,20,6388,2416
Tb3Rh,-11.6 to -21,nan T,88,6389,6246
Nd0.9Cd0.1MnO3,3.62,5 T,,6390,4844
Ni50Mn35.25In14.75,11,5 T,,6392,5492
Corkite,14.86(J/mol(Fe3+) K),,48,6393,577
CrI3 single crystals,5.65,9 T,,6395,601
Li0.84VO2,11(J/K mol),,450-485,6398,4186
Pr0.1Pb0.9MnO3,3.91,1.35 T,,6402,5668
Pr0.4Pb0.6MnO3,3.68,1.35 T,,6402,5681
Y0.5Tb0.5Fe2D4.2,,nan T,127,6403,6424
YFe2D4.2,10.83,5.0 T,84,6403,6436
YFe2H4.2,,nan T,131,6403,6437
Ni36.6Co12.8Mn34.7Ti15.9,28.1,7 T,,6404,5128
Nd0.5Dy0.5CrO3 (NDCO),8.71,10 T,180,6408,4814
(La(1-x)A(x))(0.67)Ba0.33Mn1.05O3-delta with A =being a mixture of lanthanides containing 66% La 22% Nd 8% Pr and 4% Ce,1.7,nan T,,6410,118
GdCoO3,39.1,nan kOe,3.1,6412,2105
Ni43.5Co3.5Mn37.5Sn15,9.5,1.5 T,,6413,5190
Au64Al22Dy14,4.8(J/mol K),7 T,9.5,6414,342
Au64Al22Gd14,6.3(J/mol K),7 T,27,6414,343
Au64Al22Tb14,4.4(J/mol K),7 T,15,6414,344
Ni46.5Co2Mn37Sn14.5,9.85,1.5 T,,6416,5320
Ni47.5Co1Mn37Sn14.5,10.36,1.5 T,,6416,5342
Ni48.5CoxMn37Sn14.5,6.15,1.5 T,,6416,5367
Gd2-xSrxCoMnO6 (x=0),25.84,6.9 T,,6418,1688
Gd2-xSrxCoMnO6 (x=0.5),21.01,6.9 T,,6418,1689
Ni48.1Co2.9Mn35.0In14.0 wire,12.8,5 T,,6419,5364
La2Sm0.4Sr0.6Mn2O7,4.69,5 T,348,6422,3895
MnCo0.98Zr0.02Ge,7.2,5 T,274,6430,4668
MnNi0.75Fe0.25Ge,-16.2,5 T,,6431,4732
Ni50Mn35In15,18.6,nan T,,6433,5499
Ni50Mn35In15,11.3,nan T,,6433,5500
